case,activity,timestamp,resource,department,group,channel,enddate,responsible,org_group,activity_id
case-6751,T06 Determine necessity of stop advice,2011/05/11 15:38:19,admin2,General,,Internet,2011-05-11 15:38:18.938000+02:00,Resource05,Group 1,4
case-6751,T03 Adjust confirmation of receipt,2011/05/11 15:38:20,admin2,General,,Internet,2011-05-11 15:38:18.938000+02:00,Resource05,Group 1,3
case-6357,Confirmation of receipt,2011/03/16 10:31:36,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,EMPTY,1
case-6357,T02 Check confirmation of receipt,2011/03/16 10:31:54,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 4,2
case-6357,T04 Determine confirmation of receipt,2011/03/16 10:32:08,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 3,6
case-6357,T05 Print and send confirmation of receipt,2011/03/16 10:32:21,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 2,7
case-6357,T06 Determine necessity of stop advice,2011/03/16 10:32:35,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 1,4
case-6357,T10 Determine necessity to stop indication,2011/03/16 10:32:56,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 1,5
case-6357,T11 Create document X request unlicensed,2011/03/17 10:42:26,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 1,12
case-6357,T12 Check document X request unlicensed,2011/03/17 10:42:36,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 4,13
case-6357,T14 Determine document X request unlicensed,2011/03/17 10:42:53,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 3,14
case-6357,T15 Print document X request unlicensed,2011/03/21 09:43:11,admin1,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,EMPTY,15
case-9710,Confirmation of receipt,2011/09/23 15:01:51,Resource03,General,Group 8,Internet,2011-10-11 08:30:07.381000+02:00,Resource11,EMPTY,1
case-9710,T02 Check confirmation of receipt,2011/09/23 15:02:11,Resource03,General,Group 8,Internet,2011-10-11 08:30:07.381000+02:00,Resource11,Group 4,2
case-9710,T04 Determine confirmation of receipt,2011/09/23 15:02:29,Resource03,General,Group 8,Internet,2011-10-11 08:30:07.381000+02:00,Resource11,Group 3,6
case-9710,T05 Print and send confirmation of receipt,2011/09/23 15:02:48,Resource03,General,Group 8,Internet,2011-10-11 08:30:07.381000+02:00,Resource11,Group 2,7
case-9710,T06 Determine necessity of stop advice,2011/09/23 15:03:06,Resource03,General,Group 8,Internet,2011-10-11 08:30:07.381000+02:00,Resource11,Group 1,4
case-9710,T10 Determine necessity to stop indication,2011/09/23 15:03:28,Resource03,General,Group 8,Internet,2011-10-11 08:30:07.381000+02:00,Resource11,Group 1,5
case-10066,Confirmation of receipt,2011/11/22 13:46:36,Resource22,General,Group 5,Internet,2011-11-30 08:48:31.281000+01:00,Resource22,EMPTY,1
case-10066,T02 Check confirmation of receipt,2011/11/22 13:48:39,Resource22,General,Group 5,Internet,2011-11-30 08:48:31.281000+01:00,Resource22,Group 4,2
case-10066,T04 Determine confirmation of receipt,2011/11/22 13:49:21,Resource22,General,Group 5,Internet,2011-11-30 08:48:31.281000+01:00,Resource22,Group 3,6
case-10066,T05 Print and send confirmation of receipt,2011/11/22 13:52:51,Resource22,General,Group 5,Internet,2011-11-30 08:48:31.281000+01:00,Resource22,Group 2,7
case-10066,T06 Determine necessity of stop advice,2011/11/22 13:57:59,Resource22,General,Group 5,Internet,2011-11-30 08:48:31.281000+01:00,Resource22,Group 1,4
case-10066,T10 Determine necessity to stop indication,2011/11/22 13:59:50,Resource22,General,Group 5,Internet,2011-11-30 08:48:31.281000+01:00,Resource22,Group 1,5
case-10492,Confirmation of receipt,2011/11/22 09:52:39,Resource03,General,Group 2,Internet,2011-11-22 10:25:17.026000+01:00,Resource03,EMPTY,1
case-10492,T02 Check confirmation of receipt,2011/11/22 09:53:28,Resource03,General,Group 2,Internet,2011-11-22 10:25:17.026000+01:00,Resource03,Group 4,2
case-10492,T04 Determine confirmation of receipt,2011/11/22 09:53:51,Resource03,General,Group 2,Internet,2011-11-22 10:25:17.026000+01:00,Resource03,Group 3,6
case-10492,T05 Print and send confirmation of receipt,2011/11/22 09:54:27,Resource03,General,Group 2,Internet,2011-11-22 10:25:17.026000+01:00,Resource03,Group 2,7
case-10492,T06 Determine necessity of stop advice,2011/11/22 09:55:09,Resource03,General,Group 2,Internet,2011-11-22 10:25:17.026000+01:00,Resource03,Group 1,4
case-10492,T10 Determine necessity to stop indication,2011/11/22 09:55:54,Resource03,General,Group 2,Internet,2011-11-22 10:25:17.026000+01:00,Resource03,Group 1,5
case-6234,Confirmation of receipt,2011/03/16 14:15:53,Resource01,General,,Internet,2011-05-02 12:54:01.947000+02:00,Resource11,EMPTY,1
case-6234,T02 Check confirmation of receipt,2011/03/16 14:16:13,Resource01,General,,Internet,2011-05-02 12:54:01.947000+02:00,Resource11,Group 4,2
case-6234,T04 Determine confirmation of receipt,2011/03/16 14:16:24,Resource01,General,,Internet,2011-05-02 12:54:01.947000+02:00,Resource11,Group 3,6
case-6234,T05 Print and send confirmation of receipt,2011/03/16 14:16:38,Resource01,General,,Internet,2011-05-02 12:54:01.947000+02:00,Resource11,Group 2,7
case-6234,T06 Determine necessity of stop advice,2011/03/24 15:40:00,Resource01,General,,Internet,2011-05-02 12:54:01.947000+02:00,Resource11,Group 1,4
case-6234,T10 Determine necessity to stop indication,2011/03/24 15:50:41,Resource01,General,,Internet,2011-05-02 12:54:01.947000+02:00,Resource11,Group 1,5
case-9232,Confirmation of receipt,2011/09/28 10:32:38,Resource09,General,,Internet,2011-10-31 14:40:10.648000+01:00,admin1,EMPTY,1
case-9232,T02 Check confirmation of receipt,2011/09/28 10:33:13,Resource09,General,,Internet,2011-10-31 14:40:10.648000+01:00,admin1,Group 4,2
case-9232,T04 Determine confirmation of receipt,2011/09/28 10:33:48,Resource09,General,,Internet,2011-10-31 14:40:10.648000+01:00,admin1,Group 3,6
case-9232,T05 Print and send confirmation of receipt,2011/09/28 10:34:08,Resource09,General,,Internet,2011-10-31 14:40:10.648000+01:00,admin1,Group 2,7
case-9232,T06 Determine necessity of stop advice,2011/09/28 10:34:37,Resource09,General,,Internet,2011-10-31 14:40:10.648000+01:00,admin1,Group 1,4
case-9232,T10 Determine necessity to stop indication,2011/09/28 10:35:22,Resource09,General,,Internet,2011-10-31 14:40:10.648000+01:00,admin1,Group 1,5
case-10410,Confirmation of receipt,2011/11/30 14:46:15,Resource09,General,Group 5,Internet,,Resource09,EMPTY,1
case-10410,T02 Check confirmation of receipt,2011/11/30 14:47:01,Resource09,General,Group 5,Internet,,Resource09,Group 4,2
case-10410,T04 Determine confirmation of receipt,2011/11/30 14:47:52,Resource09,General,Group 5,Internet,,Resource09,Group 3,6
case-10410,T05 Print and send confirmation of receipt,2011/11/30 14:48:46,Resource09,General,Group 5,Internet,,Resource09,Group 2,7
case-10410,T06 Determine necessity of stop advice,2011/11/30 16:32:41,Resource09,General,Group 5,Internet,,Resource09,Group 1,4
case-10410,T10 Determine necessity to stop indication,2011/11/30 16:34:56,Resource09,General,Group 5,Internet,,Resource09,Group 1,5
case-7045,Confirmation of receipt,2011/04/21 15:38:27,Resource17,General,,Internet,2011-06-22 16:04:10.860000+02:00,Resource04,EMPTY,1
case-7045,T06 Determine necessity of stop advice,2011/04/21 15:38:44,Resource17,General,,Internet,2011-06-22 16:04:10.860000+02:00,Resource04,Group 1,4
case-7045,T02 Check confirmation of receipt,2011/04/21 15:39:55,Resource17,General,,Internet,2011-06-22 16:04:10.860000+02:00,Resource04,EMPTY,2
case-7045,T10 Determine necessity to stop indication,2011/04/21 15:40:11,Resource17,General,,Internet,2011-06-22 16:04:10.860000+02:00,Resource04,Group 1,5
case-7045,T04 Determine confirmation of receipt,2011/04/21 15:41:04,Resource17,General,,Internet,2011-06-22 16:04:10.860000+02:00,Resource04,EMPTY,6
case-7045,T05 Print and send confirmation of receipt,2011/04/21 15:41:20,Resource17,General,,Internet,2011-06-22 16:04:10.860000+02:00,Resource04,Group 2,7
case-9778,Confirmation of receipt,2011/10/05 20:25:09,Resource13,General,Group 5,Internet,2011-10-10 12:20:07.940000+02:00,Resource13,EMPTY,1
case-9778,T02 Check confirmation of receipt,2011/10/05 20:26:54,Resource13,General,Group 5,Internet,2011-10-10 12:20:07.940000+02:00,Resource13,EMPTY,2
case-9778,T04 Determine confirmation of receipt,2011/10/05 20:27:50,Resource13,General,Group 5,Internet,2011-10-10 12:20:07.940000+02:00,Resource13,EMPTY,6
case-9778,T05 Print and send confirmation of receipt,2011/10/05 20:28:22,Resource13,General,Group 5,Internet,2011-10-10 12:20:07.940000+02:00,Resource13,EMPTY,7
case-9778,T06 Determine necessity of stop advice,2011/10/05 20:28:43,Resource13,General,Group 5,Internet,2011-10-10 12:20:07.940000+02:00,Resource13,Group 1,4
case-9778,T10 Determine necessity to stop indication,2011/10/05 20:29:15,Resource13,General,Group 5,Internet,2011-10-10 12:20:07.940000+02:00,Resource13,Group 1,5
case-4954,Confirmation of receipt,2011/01/07 15:54:09,Resource17,General,,Post,2011-02-01 20:59:36.460000+01:00,Resource17,EMPTY,1
case-4954,T02 Check confirmation of receipt,2011/01/07 15:54:38,Resource17,General,,Post,2011-02-01 20:59:36.460000+01:00,Resource17,EMPTY,2
case-4954,T06 Determine necessity of stop advice,2011/01/07 15:54:55,Resource17,General,,Post,2011-02-01 20:59:36.460000+01:00,Resource17,Group 1,4
case-4954,T10 Determine necessity to stop indication,2011/01/07 15:55:12,Resource17,General,,Post,2011-02-01 20:59:36.460000+01:00,Resource17,Group 1,5
case-4954,T04 Determine confirmation of receipt,2011/01/07 16:22:30,Resource10,General,,Post,2011-02-01 20:59:36.460000+01:00,Resource17,Group 3,6
case-4954,T05 Print and send confirmation of receipt,2011/01/11 11:41:24,admin1,General,,Post,2011-02-01 20:59:36.460000+01:00,Resource17,Group 2,7
case-7832,Confirmation of receipt,2011/06/21 14:55:44,Resource08,General,,Internet,2011-08-02 10:53:16.729000+02:00,Resource02,EMPTY,1
case-7832,T02 Check confirmation of receipt,2011/06/21 14:56:05,Resource08,General,,Internet,2011-08-02 10:53:16.729000+02:00,Resource02,Group 4,2
case-7832,T04 Determine confirmation of receipt,2011/06/21 14:56:31,Resource08,General,,Internet,2011-08-02 10:53:16.729000+02:00,Resource02,Group 3,6
case-7832,T06 Determine necessity of stop advice,2011/06/21 15:13:11,Resource08,General,,Internet,2011-08-02 10:53:16.729000+02:00,Resource02,Group 1,4
case-7832,T10 Determine necessity to stop indication,2011/06/21 15:17:58,Resource08,General,,Internet,2011-08-02 10:53:16.729000+02:00,Resource02,Group 1,5
case-7832,T05 Print and send confirmation of receipt,2011/06/24 14:35:38,admin1,General,,Internet,2011-08-02 10:53:16.729000+02:00,Resource02,Group 2,7
case-9701,Confirmation of receipt,2011/09/26 09:19:57,Resource03,General,Group 8,Internet,2011-09-29 13:56:04.146000+02:00,Resource11,EMPTY,1
case-9701,T06 Determine necessity of stop advice,2011/09/26 09:20:34,Resource03,General,Group 8,Internet,2011-09-29 13:56:04.146000+02:00,Resource11,Group 1,4
case-9701,T02 Check confirmation of receipt,2011/09/26 09:21:25,Resource03,General,Group 8,Internet,2011-09-29 13:56:04.146000+02:00,Resource11,Group 4,2
case-9701,T04 Determine confirmation of receipt,2011/09/26 09:21:46,Resource03,General,Group 8,Internet,2011-09-29 13:56:04.146000+02:00,Resource11,Group 3,6
case-9701,T05 Print and send confirmation of receipt,2011/09/26 09:22:43,Resource03,General,Group 8,Internet,2011-09-29 13:56:04.146000+02:00,Resource11,Group 2,7
case-9701,T10 Determine necessity to stop indication,2011/09/26 09:29:39,Resource03,General,Group 8,Internet,2011-09-29 13:56:04.146000+02:00,Resource11,Group 1,5
case-5932,Confirmation of receipt,2011/02/23 08:59:07,Resource05,General,,Desk,2011-02-25 16:28:20.090000+01:00,Resource05,EMPTY,1
case-5932,T02 Check confirmation of receipt,2011/02/23 08:59:47,Resource05,General,,Desk,2011-02-25 16:28:20.090000+01:00,Resource05,Group 4,2
case-5932,T04 Determine confirmation of receipt,2011/02/23 09:00:12,Resource05,General,,Desk,2011-02-25 16:28:20.090000+01:00,Resource05,Group 3,6
case-5932,T06 Determine necessity of stop advice,2011/02/23 09:02:37,Resource05,General,,Desk,2011-02-25 16:28:20.090000+01:00,Resource05,Group 1,4
case-5932,T10 Determine necessity to stop indication,2011/02/23 09:03:05,Resource05,General,,Desk,2011-02-25 16:28:20.090000+01:00,Resource05,Group 1,5
case-5932,T05 Print and send confirmation of receipt,2011/02/23 11:41:29,admin1,General,,Desk,2011-02-25 16:28:20.090000+01:00,Resource05,Group 2,7
case-9562,Confirmation of receipt,2011/09/22 14:40:19,Resource12,General,Group 5,Internet,2011-10-06 09:07:47.705000+02:00,Resource12,EMPTY,1
case-9562,T02 Check confirmation of receipt,2011/09/22 14:41:10,Resource12,General,Group 5,Internet,2011-10-06 09:07:47.705000+02:00,Resource12,Group 4,2
case-9562,T04 Determine confirmation of receipt,2011/09/22 14:44:00,Resource12,General,Group 5,Internet,2011-10-06 09:07:47.705000+02:00,Resource12,Group 3,6
case-9562,T05 Print and send confirmation of receipt,2011/09/22 14:44:35,Resource12,General,Group 5,Internet,2011-10-06 09:07:47.705000+02:00,Resource12,Group 2,7
case-9562,T06 Determine necessity of stop advice,2011/09/22 14:45:08,Resource12,General,Group 5,Internet,2011-10-06 09:07:47.705000+02:00,Resource12,Group 1,4
case-9562,T10 Determine necessity to stop indication,2011/09/22 14:53:20,Resource12,General,Group 5,Internet,2011-10-06 09:07:47.705000+02:00,Resource12,Group 1,5
case-9438,Confirmation of receipt,2011/10/20 11:45:06,Resource14,General,Group 5,Internet,,Resource14,EMPTY,1
case-9438,T02 Check confirmation of receipt,2011/10/20 11:45:29,Resource14,General,Group 5,Internet,,Resource14,Group 4,2
case-9438,T04 Determine confirmation of receipt,2011/10/20 11:45:53,Resource14,General,Group 5,Internet,,Resource14,Group 3,6
case-9438,T05 Print and send confirmation of receipt,2011/10/20 11:46:11,Resource14,General,Group 5,Internet,,Resource14,Group 2,7
case-9438,T06 Determine necessity of stop advice,2011/10/20 11:46:37,Resource14,General,Group 5,Internet,,Resource14,Group 1,4
case-9438,T10 Determine necessity to stop indication,2011/10/20 11:46:59,Resource14,General,Group 5,Internet,,Resource14,Group 1,5
case-10763,Confirmation of receipt,2011/12/17 16:16:49,Resource35,General,Group 7,Internet,,Resource35,EMPTY,1
case-10763,T02 Check confirmation of receipt,2011/12/17 16:17:26,Resource35,General,Group 7,Internet,,Resource35,Group 4,2
case-10763,T04 Determine confirmation of receipt,2011/12/17 16:17:56,Resource35,General,Group 7,Internet,,Resource35,Group 3,6
case-10763,T06 Determine necessity of stop advice,2011/12/17 16:18:30,Resource35,General,Group 7,Internet,,Resource35,Group 1,4
case-10763,T10 Determine necessity to stop indication,2011/12/17 16:19:13,Resource35,General,Group 7,Internet,,Resource35,Group 1,5
case-10763,T05 Print and send confirmation of receipt,2011/12/19 11:34:23,admin1,General,Group 7,Internet,,Resource35,Group 2,7
case-7818,Confirmation of receipt,2011/06/01 11:19:56,Resource08,General,Group 5,Internet,2011-08-03 00:00:00.020000+02:00,Resource06,EMPTY,1
case-7818,T02 Check confirmation of receipt,2011/06/01 11:20:40,Resource08,General,Group 5,Internet,2011-08-03 00:00:00.020000+02:00,Resource06,EMPTY,2
case-7818,T04 Determine confirmation of receipt,2011/06/01 11:23:06,Resource08,General,Group 5,Internet,2011-08-03 00:00:00.020000+02:00,Resource06,EMPTY,6
case-7818,T06 Determine necessity of stop advice,2011/06/08 10:10:11,Resource08,General,Group 5,Internet,2011-08-03 00:00:00.020000+02:00,Resource06,Group 1,4
case-7818,T10 Determine necessity to stop indication,2011/06/08 10:10:32,Resource08,General,Group 5,Internet,2011-08-03 00:00:00.020000+02:00,Resource06,Group 1,5
case-7818,T05 Print and send confirmation of receipt,2011/06/16 10:09:59,admin1,General,Group 5,Internet,2011-08-03 00:00:00.020000+02:00,Resource06,Group 2,7
case-10514,Confirmation of receipt,2011/12/22 12:44:26,Resource09,General,Group 5,Internet,2012-01-18 11:59:00.881000+01:00,Resource09,EMPTY,1
case-10514,T02 Check confirmation of receipt,2011/12/22 12:45:02,Resource09,General,Group 5,Internet,2012-01-18 11:59:00.881000+01:00,Resource09,Group 4,2
case-10514,T04 Determine confirmation of receipt,2011/12/22 12:45:30,Resource09,General,Group 5,Internet,2012-01-18 11:59:00.881000+01:00,Resource09,Group 3,6
case-10514,T06 Determine necessity of stop advice,2011/12/22 12:46:05,Resource09,General,Group 5,Internet,2012-01-18 11:59:00.881000+01:00,Resource09,Group 1,4
case-10514,T10 Determine necessity to stop indication,2011/12/22 12:46:51,Resource09,General,Group 5,Internet,2012-01-18 11:59:00.881000+01:00,Resource09,Group 1,5
case-10514,T05 Print and send confirmation of receipt,2011/12/22 12:47:21,Resource09,General,Group 5,Internet,2012-01-18 11:59:00.881000+01:00,Resource09,Group 2,7
